"","SEEM_WT1","SEEM_WT2","SEEM_WT3","SEDM_WT1","SEDM_WT2","SEDM_WT3"
"Gm46451",0,0,0,0,0,0
"Gm46454",0,0,0,0,0,0
"Gm46455",0,0,0,0,0,0
"Gm46457",2,1,0,3,2,0
"Gm46458",0,0,0,0,0,0
"Gm46462",0,0,0,0,0,0
"Gm46463",0,0,0,0,0,0
"Gm46464",0,0,0,0,0,0
"Gm46465",0,0,0,0,0,0
"Gm46466",0,0,0,0,0,0
"Gm46467",0,0,0,0,0,0
"Gm46468",0,0,0,0,0,0
"Gm46478",0,0,0,1,2,0
"Gm46479",0,0,0,0,0,0
"Gm46480",0,2,3,1,1,0
"Gm46481",0,0,0,1,1,2
"Gm46482",0,0,0,0,0,0
"Gm46483",0,0,0,0,0,0
"Gm46484",0,0,1,2,2,1
"Gm46485",20,13,30,46,48,38
"Gm46487",0,0,0,0,1,0
"Gm46488",1,0,2,0,1,0
"Gm46490",0,0,0,0,0,0
"Gm46491",0,0,0,0,0,0
"Gm46492",0,0,0,0,0,1
"Gm46494",0,0,0,1,1,0
"Gm46502",0,0,0,1,0,0
"Gm46505",0,0,0,0,0,0
"Gm46508",0,0,0,0,0,0
"Gm46509",0,0,0,0,0,0
"Gm4651",0,1,0,0,0,0
"Gm46514",1,0,0,1,0,1
"Gm46516",0,0,0,1,0,0
"Gm46517",0,0,0,0,0,0
"Gm46519",1,0,0,1,0,1
"Gm46520",0,0,0,0,0,0
"Gm46521",0,0,0,0,0,0
"Gm46526",0,0,0,0,0,0
"Gm46527",0,0,0,0,0,0
"Gm46528",0,0,0,0,0,0
"Gm46529",0,0,0,0,0,0
"Gm46533",4,2,0,0,1,1
"Gm46534",2,4,5,3,2,3
"Gm46535",1,0,0,0,0,5
"Gm46536",0,0,0,1,0,3
"Gm46538",0,0,0,0,0,0
"Gm46543",12,17,20,17,17,23
"Gm46545",0,0,0,1,1,0
"Gm46546",0,1,1,1,0,0
"Gm46547",0,0,0,0,0,0
"Gm46548",0,0,1,0,0,0
"Gm46550",0,0,0,0,0,0
"Gm46551",0,0,0,0,0,0
"Gm46552",3,3,3,1,6,2
"Gm46553",0,0,0,0,0,0
"Gm46554",1,1,1,1,0,1
"Gm46555",11,17,21,18,10,9
"Gm46557",1,1,1,2,2,0
"Gm46558",10,13,13,12,16,11
"Gm46559",0,0,0,0,0,0
"Gm46560",0,0,0,0,0,0
"Gm46562",0,0,2,0,2,2
"Gm46565",1,3,2,5,2,1
"Gm46567",0,0,0,0,0,1
"Gm46569",0,0,0,0,0,0
"Gm4657",0,0,0,0,0,0
"Gm46570",0,0,0,0,0,0
"Gm46571",0,0,0,0,0,0
"Gm46579",0,0,0,0,0,0
"Gm46581",0,0,0,0,0,0
"Gm46582",0,0,0,0,0,0
"Gm46583",0,0,0,0,0,0
"Gm46584",0,0,0,0,0,0
"Gm46585",0,0,0,0,0,0
"Gm46587",0,0,0,0,1,0
"Gm46589",26,32,26,49,57,42
"Gm46590",11,11,7,7,13,14
"Gm46591",28,27,11,23,29,22
"Gm46592",1,1,2,1,2,0
"Gm46594",143,158,176,139,131,148
"Gm46595",1,0,1,1,1,0
"Gm46597",1,0,0,0,0,1
"Gm46599",4,1,5,3,1,3
"Gm46602",0,0,0,0,0,0
"Gm46603",281,266,276,317,328,278
"Gm46604",0,0,1,0,0,0
"Gm46605",118,103,102,100,85,83
"Gm46606",0,0,0,0,0,0
"Gm46608",4,5,6,16,11,7
"Gm46609",1,0,0,0,0,0
"Gm46613",0,0,0,0,0,0
"Gm46614",0,0,0,0,0,0
"Gm46616",0,0,0,0,0,0
"Gm46617",50,63,72,49,44,51
"Gm46619",0,0,0,0,0,0
"Gm46622",0,0,0,0,0,0
"Gm46623",0,0,0,0,0,0
"Gm46624",4,4,1,2,2,1
"Gm46626",3,2,6,12,6,11
"Gm46627",1,0,0,0,0,0
"Gm46628",0,0,0,2,1,3
"Gm46629",2,12,10,3,6,3
"Gm46630",0,0,0,0,0,0
"Gm46633",0,0,0,0,0,0
"Gm46635",0,0,0,0,0,0
"Gm46637",0,0,1,0,0,0
"Gm46638",0,0,0,0,0,0
"Gm46639",0,0,0,0,0,0
"Gm46640",0,0,0,0,0,0
"Gm46645",0,0,0,0,0,0
"Gm46648",0,0,0,0,0,0
"Gm4665",0,0,0,0,0,0
"Gm46650",0,0,1,0,0,0
"Gm46652",3,2,3,0,2,0
"Gm46653",0,0,0,0,0,0
"Gm46655",0,0,2,1,0,0
"Gm46657",0,0,3,1,3,3
"Gm46659",5,2,1,2,6,8
"Gm46660",4,8,10,6,8,6
"Gm46661",0,0,0,0,0,1
"Gm46662",0,1,0,1,0,0
"Gm46663",0,0,0,0,0,0
"Gm46664",0,0,0,0,0,0
"Gm46665",0,0,0,1,0,0
"Gm46666",0,0,0,0,0,0
"Gm46675",0,0,0,0,0,0
"Gm46679",0,0,0,0,0,0
"Gm4668",1,0,0,0,0,0
"Gm46680",0,0,0,0,0,0
"Gm46683",0,0,0,0,0,0
"Gm46685",0,0,0,0,0,0
"Gm46687",7,24,23,15,10,24
"Gm46690",0,0,0,0,0,0
"Gm46691",0,0,0,1,0,1
"Gm46693",0,0,0,0,0,0
"Gm46694",0,0,0,0,0,0
"Gm46695",0,0,0,0,0,0
"Gm46719",1,0,0,1,0,0
"Gm46720",0,0,0,0,0,0
"Gm46721",0,0,0,0,0,0
"Gm46722",46,41,43,26,43,40
"Gm46723",0,0,0,0,0,0
"Gm46724",0,0,0,0,0,0
"Gm46725",0,0,0,0,0,0
"Gm46728",0,0,0,0,0,0
"Gm46730",0,0,0,0,0,0
"Gm46731",12,5,8,9,8,13
"Gm46732",3,8,3,14,12,7
"Gm46733",1,1,1,0,2,5
"Gm46735",12,12,16,15,12,13
"Gm46736",0,0,0,0,0,0
"Gm46738",2,0,1,1,1,0
"Gm46740",0,0,0,0,0,0
"Gm46741",5,7,7,7,7,10
"Gm46743",0,0,0,0,0,0
"Gm46745",0,0,0,0,0,0
"Gm46747",0,0,0,0,0,0
"Gm46748",0,0,0,0,0,0
"Gm46750",0,0,0,0,0,0
"Gm46752",1,2,3,1,2,1
"Gm46755",0,0,0,0,0,0
"Gm46756",0,0,0,0,0,0
"Gm46757",0,0,0,0,0,0
"Gm46758",1,0,1,0,0,0
"Gm46759",0,0,0,0,0,0
"Gm46760",0,0,0,0,0,0
"Gm46762",7,11,13,10,14,10
"Gm46764",48,49,55,50,44,41
"Gm46766",9,11,11,8,8,5
"Gm46767",2,2,0,0,5,2
"Gm46768",4,2,1,6,2,4
"Gm46769",0,0,0,0,0,0
"Gm46770",2,0,2,0,0,0
"Gm46771",0,1,2,0,4,1
"Gm46772",0,0,0,0,0,0
"Gm46774",0,0,0,0,0,0
"Gm46775",266,254,269,342,281,321
"Gm46777",10,5,3,9,6,4
"Gm46779",0,0,0,0,0,0
"Gm46780",0,0,0,0,0,0
"Gm46781",5,4,5,13,18,6
"Gm46782",0,0,0,0,0,0
"Gm46784",0,1,0,0,0,1
"Gm46785",0,0,0,0,0,0
"Gm46786",0,0,0,1,0,0
"Gm46787",0,0,0,0,0,0
"Gm46788",0,0,0,0,0,0
"Gm46796",0,0,0,0,0,0
"Gm46799",0,0,0,0,0,0
"Gm46800",5,0,0,1,0,2
"Gm46801",0,3,0,1,7,3
"Gm46803",0,0,0,1,0,0
"Gm46804",0,0,0,0,0,0
"Gm46805",18,22,25,32,25,18
"Gm46806",0,0,0,0,0,0
"Gm46809",19,5,11,9,8,10
"Gm4681",0,0,0,0,0,0
"Gm46810",0,1,0,1,0,0
"Gm46815",0,1,0,4,0,2
"Gm46816",33,45,35,40,41,34
"Gm46817",0,0,0,0,0,0
"Gm46818",0,0,0,0,0,0
"Gm46819",1,1,0,0,0,0
"Gm46821",0,0,0,0,0,0
"Gm46822",5,2,4,4,1,2
"Gm46823",0,1,0,0,0,0
"Gm46825",2,1,1,3,0,1
"Gm46826",0,0,0,0,0,0
"Gm46828",2,5,7,3,4,5
"Gm46829",2,2,3,2,4,2
"Gm46830",19,24,21,17,15,7
"Gm46832",1,1,4,3,0,0
"Gm46833",0,0,0,0,0,0
"Gm46834",0,0,0,0,0,0
"Gm46835",0,0,0,0,0,0
"Gm46836",0,0,0,0,0,0
"Gm46839",1,0,0,0,0,0
"Gm46840",1,4,3,12,16,12
"Gm46841",9,10,6,7,12,17
"Gm46842",2,5,3,7,12,6
"Gm46843",0,1,1,0,0,0
"Gm46844",0,0,0,0,0,0
"Gm46845",123,135,144,92,84,99
"Gm46846",1,2,2,1,1,2
"Gm46847",0,0,0,0,0,0
"Gm46848",10,5,8,7,2,5
"Gm46850",40,53,33,37,24,22
"Gm46851",0,0,0,0,0,0
"Gm46853",4,1,1,1,0,1
"Gm46854",0,0,0,0,0,0
"Gm46867",24,21,14,28,24,14
"Gm46868",0,0,0,0,0,0
"Gm46869",50,69,61,82,80,66
"Gm46870",0,0,0,0,0,0
"Gm46871",0,3,1,0,2,1
"Gm46872",1,0,1,0,0,1
"Gm46873",0,0,0,0,0,0
"Gm46874",0,0,0,0,0,0
"Gm46878",54,50,56,51,53,49
"Gm46879",0,0,0,0,0,0
"Gm46880",0,0,0,0,0,0
"Gm46882",0,0,0,0,0,0
"Gm46885",0,0,0,0,0,0
"Gm46886",0,0,0,0,0,0
"Gm46887",0,0,0,0,0,0
"Gm46888",0,0,0,0,0,0
"Gm46889",0,0,0,0,0,0
"Gm46891",376,335,333,505,372,478
"Gm46892",0,0,0,0,0,0
"Gm46893",0,0,0,0,0,0
"Gm46899",0,0,0,0,0,0
"Gm46900",0,0,0,0,0,0
"Gm46901",8,12,11,11,3,6
"Gm46903",2,1,1,3,1,1
"Gm46905",0,0,0,0,0,0
"Gm46906",0,0,0,0,0,0
"Gm46907",0,0,0,0,0,0
"Gm46910",0,0,0,0,0,0
"Gm46911",2,1,2,1,1,2
"Gm46912",0,0,0,1,0,0
"Gm46914",1,2,3,2,5,5
"Gm46915",0,0,0,0,0,0
"Gm46916",8,11,12,21,17,30
"Gm46917",1,0,2,2,0,0
"Gm46919",0,0,0,0,0,0
"Gm46920",0,0,0,0,0,0
"Gm46921",0,0,0,0,0,0
"Gm46922",3,5,2,4,1,5
"Gm46923",0,0,0,0,0,0
"Gm46925",3,0,0,1,0,3
"Gm46926",0,0,0,0,0,0
"Gm46928",0,0,0,0,0,0
"Gm46929",0,0,0,0,0,0
"Gm46933",211,243,250,228,182,200
"Gm46934",0,0,0,0,0,0
"Gm46935",0,0,0,0,0,0
"Gm46937",0,0,0,0,0,0
"Gm46941",0,0,0,0,0,0
"Gm46942",3,3,7,3,5,8
"Gm46943",2,2,6,7,3,3
"Gm46947",0,0,0,0,0,0
"Gm46948",0,0,0,0,0,0
"Gm46949",5,5,0,2,6,4
"Gm46952",0,1,0,0,0,0
"Gm46953",0,0,0,0,0,0
"Gm46956",0,0,0,0,0,0
"Gm46957",1,1,1,1,0,1
"Gm46958",0,2,3,2,2,2
"Gm46959",0,0,0,0,0,0
"Gm46961",2,1,0,1,2,0
"Gm46962",0,0,0,0,0,0
"Gm46964",0,0,0,0,1,0
"Gm46965",21,21,25,19,22,11
"Gm46966",1,0,1,1,1,0
"Gm46967",155,158,150,155,182,154
"Gm46969",0,0,0,0,0,0
"Gm46970",0,0,0,0,0,0
"Gm46971",1,0,0,0,0,4
"Gm46972",0,0,0,0,0,0
"Gm46974",0,0,0,0,0,0
"Gm46976",0,0,0,0,0,0
"Gm46978",1,1,2,1,0,1
"Gm46979",0,0,0,0,0,0
"Gm46981",2,1,7,0,1,0
"Gm46983",0,0,0,0,0,0
"Gm46984",0,0,0,0,0,0
"Gm46987",0,0,0,0,0,0
"Gm46989",5,3,5,6,8,9
"Gm46990",0,0,0,0,0,0
"Gm46993",0,0,0,0,0,0
"Gm4701",0,0,0,1,0,0
"Gm47059",0,0,0,0,0,0
"Gm47095",0,0,0,0,0,0
"Gm4710",0,0,0,0,0,0
"Gm47112",27,35,24,26,44,32
"Gm47113",2,5,3,3,2,1
"Gm4718",0,0,0,0,0,0
"Gm47189",0,0,0,0,0,0
"Gm4719",0,0,0,0,0,0
"Gm4724",0,0,0,0,0,0
"Gm47252",2,1,2,7,2,5
"Gm47340",1,0,0,0,0,0
"Gm47342",0,0,0,0,0,0
"Gm4736",0,0,0,0,0,0
"Gm47403",2,0,1,2,0,1
"Gm47415",2,1,0,0,0,0
"Gm47425",0,0,0,0,0,0
"Gm47438",19,28,23,30,17,10
"Gm47459",0,0,0,0,0,0
"Gm47465",0,0,0,0,0,0
"Gm47475",0,0,0,0,0,0
"Gm4750",0,0,0,0,1,0
"Gm4755",0,1,0,0,2,3
"Gm47593",2,0,0,5,7,5
"Gm47612",0,0,0,0,0,0
"Gm47629",0,0,0,0,0,0
"Gm47639",283,246,223,192,153,199
"Gm47655",0,1,2,3,3,2
"Gm4767",0,0,0,0,0,1
"Gm47679",0,0,0,0,0,0
"Gm47708",0,0,0,0,2,1
"Gm47754",20,24,17,16,15,18
"Gm4779",10,1,0,2,0,1
"Gm47792",9,4,5,12,4,5
"Gm47800",0,0,0,0,0,0
"Gm47814",52,45,48,56,44,51
"Gm47815",10,5,3,3,2,2
"Gm47843",0,0,0,0,0,0
"Gm4786",0,0,0,0,0,0
"Gm4787",8,11,10,14,13,20
"Gm47889",0,0,0,0,0,0
"Gm47898",0,0,0,0,1,0
"Gm47903",0,0,0,0,2,1
"Gm4791",0,0,0,0,0,0
"Gm47918",0,0,0,0,0,0
"Gm4792",0,0,0,0,0,0
"Gm47922",0,1,1,1,3,1
"Gm4793",0,0,0,0,0,1
"Gm47944",0,0,0,0,0,0
"Gm4796",0,0,0,1,0,2
"Gm47978",0,0,0,0,0,0
"Gm47985",0,1,0,3,2,0
"Gm47990",0,0,0,0,0,0
"Gm47995",1,0,0,0,0,0
"Gm47996",0,0,0,0,0,0
"Gm48012",0,0,0,0,0,0
"Gm48018",1,0,0,0,0,0
"Gm4802",0,0,0,0,0,0
"Gm48049",0,0,0,0,0,0
"Gm48057",0,0,0,0,0,0
"Gm48071",69,68,88,59,59,71
"Gm48089",7,10,10,8,4,5
"Gm48105",0,0,0,0,0,0
"Gm4814",0,1,0,0,0,0
"Gm48175",1,2,4,1,2,2
"Gm48199",0,0,0,0,0,0
"Gm48249",18,33,23,11,16,22
"Gm4827",0,2,0,5,0,0
"Gm48277",0,1,1,2,5,3
"Gm48284",1,0,0,2,1,2
"Gm48293",38,43,53,59,53,48
"Gm4832",0,1,0,0,1,0
"Gm48350",51,64,44,45,37,40
"Gm48355",0,0,0,0,0,0
"Gm4836",0,0,0,0,0,0
"Gm4841",3,9,4,0,0,0
"Gm48449",2,8,3,5,3,9
"Gm4846",0,0,0,0,0,0
"Gm4847",0,0,0,0,0,0
"Gm4850",0,0,0,0,0,0
"Gm48551",0,0,0,0,0,0
"Gm48552",0,0,0,0,0,0
"Gm48584",0,0,0,0,0,0
"Gm48606",0,0,0,0,0,0
"Gm4861",0,0,0,0,0,0
"Gm4862",0,0,0,0,0,0
"Gm48622",1,0,0,0,1,0
"Gm4868",0,0,0,0,0,0
"Gm4871",0,0,0,0,0,0
"Gm48716",0,0,0,0,0,0
"Gm4872",0,0,0,0,0,0
"Gm48727",0,2,0,1,1,0
"Gm48745",0,0,0,0,0,0
"Gm48750",0,0,0,0,0,0
"Gm4876",4,2,2,4,5,3
"Gm48826",0,1,0,1,0,1
"Gm48837",0,0,1,1,0,0
"Gm4884",0,0,0,0,0,0
"Gm48866",0,0,0,0,0,0
"Gm48893",0,0,0,0,0,0
"Gm4890",10,15,18,15,14,20
"Gm48908",0,1,0,2,1,2
"Gm48913",0,0,0,0,0,0
"Gm48914",233,260,247,197,207,225
"Gm48923",0,0,0,0,0,0
"Gm4894",0,0,0,0,0,0
"Gm48952",2,1,0,3,1,1
"Gm48992",0,0,0,0,0,0
"Gm49018",0,0,0,0,0,0
"Gm49085",9,13,11,8,12,9
"Gm49141",0,0,0,0,0,0
"Gm49208",126,109,122,119,85,101
"Gm49212",0,0,0,0,0,0
"Gm4922",0,0,0,0,0,0
"Gm49227",691,635,687,877,805,670
"Gm4924",45,48,42,22,32,37
"Gm49249",1,0,3,4,1,4
"Gm4925",3,1,1,3,8,2
"Gm49306",0,0,0,0,0,0
"Gm49328",4,2,3,0,2,2
"Gm49415",0,0,0,0,0,0
"Gm49428",0,0,0,0,0,0
"Gm49436",0,0,0,0,0,0
"Gm4952",0,1,1,0,0,0
"Gm4956",0,0,0,0,0,0
"Gm49566",1,1,0,1,1,0
"Gm49580",0,0,0,0,0,0
"Gm49607",0,0,0,0,0,0
"Gm4961",5,7,5,6,8,7
"Gm4963",0,0,0,0,0,0
"Gm49668",317,304,319,390,363,336
"Gm4971",0,0,0,0,0,0
"Gm4972",10,5,3,7,5,5
"Gm49723",0,0,0,0,0,0
"Gm49754",0,0,0,0,0,1
"Gm49760",35,33,22,61,45,55
"Gm49767",1,0,0,1,0,0
"Gm49817",1,0,0,0,0,1
"Gm4983",0,0,0,1,0,0
"Gm4984",3,2,0,1,1,1
"Gm49870",30,40,44,49,58,46
"Gm4988",0,0,0,0,0,0
"Gm49890",18,27,19,11,10,4
"Gm4995",0,0,0,0,0,0
"Gm49958",0,5,1,0,4,7
"Gm49974",1,1,1,4,4,3
"Gm49984",0,0,0,0,0,0
"Gm5",0,0,0,0,0,0
"Gm50012",186,172,171,214,199,188
"Gm50015",0,0,0,0,0,0
"Gm50050",1,0,0,0,0,0
"Gm50105",1,9,10,13,10,11
"Gm50137",0,0,0,0,0,1
"Gm50212",0,0,0,0,0,0
"Gm50217",8,5,11,10,11,14
"Gm50265",0,0,0,0,0,0
"Gm50270",4,2,2,0,1,3
"Gm50287",9,7,6,6,12,8
"Gm50288",0,0,0,0,0,0
"Gm50340",30,34,24,37,48,36
"Gm50341",3,6,2,6,12,12
"Gm50351",0,0,0,0,0,0
"Gm50401",0,0,0,0,0,0
"Gm50410",0,0,0,0,0,0
"Gm50451",1,0,0,0,0,0
"Gm50457",0,0,0,0,0,0
"Gm50470",0,0,0,0,0,0
"Gm50477",0,0,0,0,0,0
"Gm50494",0,0,0,0,0,0
"Gm50496",1,0,0,0,0,0
"Gm50497",1,0,0,0,0,0
"Gm50498",0,0,0,0,1,0
"Gm50500",0,0,0,0,0,0
"Gm50503",1,0,0,0,1,0
"Gm5058",0,0,0,0,0,0
"Gm50587",44,42,35,33,28,27
"Gm50589",4,4,3,3,3,3
"Gm50590",0,0,0,0,4,0
"Gm50594",0,0,0,0,0,0
"Gm50595",0,1,0,2,1,0
"Gm50596",1,1,1,3,0,2
"Gm50597",2,3,1,4,2,2
"Gm50598",0,0,1,0,0,0
"Gm50599",0,0,0,1,0,0
"Gm50600",182,196,176,175,146,189
"Gm50601",85,86,86,99,76,87
"Gm50602",2,10,7,4,10,6
"Gm50603",1,0,1,3,1,2
"Gm50604",6,3,2,2,0,3
"Gm50605",0,0,0,0,0,0
"Gm50606",1,4,5,3,7,3
"Gm50607",0,0,0,0,0,0
"Gm50608",0,5,1,0,0,0
"Gm50609",0,0,0,0,0,0
"Gm50611",0,3,3,4,0,0
"Gm50612",2,1,4,2,1,0
"Gm50614",0,0,0,1,0,1
"Gm50615",0,0,0,0,0,0
"Gm50616",0,0,1,0,0,0
"Gm50617",3,2,0,2,3,1
"Gm50619",0,0,0,0,0,0
"Gm50621",43,36,27,44,26,35
"Gm50622",6,9,9,8,7,9
"Gm50623",0,0,0,0,0,0
"Gm50624",0,0,0,0,0,0
"Gm50625",0,0,0,0,0,0
"Gm50626",9,17,7,12,11,10
"Gm50627",0,1,0,3,1,0
"Gm50628",0,0,0,0,0,0
"Gm50629",1,1,0,0,0,2
"Gm50630",0,0,0,0,0,0
"Gm5067",0,1,0,0,0,0
"Gm5069",43,38,38,57,50,53
"Gm5071",0,0,0,0,0,0
"Gm5079",0,0,0,0,0,0
"Gm5082",0,0,0,0,0,0
"Gm5083",0,0,0,0,0,0
"Gm5084",0,0,0,0,0,0
"Gm5086",0,0,2,2,3,2
"Gm5087",0,0,0,0,0,0
"Gm5088",46,55,38,35,41,45
"Gm5089",0,0,0,0,0,1
"Gm5091",0,0,0,0,0,0
"Gm5092",0,0,0,0,0,0
"Gm5094",0,0,0,0,0,0
"Gm5095",0,0,0,0,0,0
"Gm5099",0,0,0,0,0,0
"Gm51018",67,51,53,53,47,74
"Gm5103",1,2,4,2,1,2
"Gm5105",0,0,0,0,0,0
"Gm5106",16,11,4,2,4,6
"Gm5108",0,0,0,0,0,0
"Gm5111",0,0,0,0,1,0
"Gm5112",17,17,14,27,28,23
"Gm5113",108,94,99,108,119,98
"Gm5114",0,0,0,0,0,0
"Gm5115",2,6,4,5,6,12
"Gm5116",0,0,0,0,0,0
"Gm5122",2,7,3,2,0,5
"Gm5124",4,3,2,0,1,0
"Gm5126",0,0,0,0,0,0
"Gm5127",2,2,1,3,1,6
"Gm51272",0,0,0,0,0,0
"Gm5129",1,1,1,0,2,0
"Gm5134",2,5,3,3,2,3
"Gm51400",17,14,7,11,10,18
"Gm51402",0,0,0,0,0,0
"Gm51403",0,0,0,0,0,0
"Gm51404",0,0,0,0,0,0
"Gm51405",0,0,0,0,0,0
"Gm51408",0,0,0,0,0,0
"Gm51409",13,10,5,8,7,7
"Gm5141",84,70,74,66,48,60
"Gm51410",0,0,0,0,0,0
"Gm51411",0,0,0,0,0,0
"Gm51419",0,0,0,1,0,0
"Gm5142",0,0,0,0,0,0
"Gm51421",0,0,0,0,0,0
"Gm51424",0,0,0,0,0,0
"Gm51425",95,96,93,83,76,109
"Gm51434",1,0,0,0,0,0
"Gm51436",47,54,36,63,73,58
"Gm51438",3,3,2,3,7,5
"Gm5144",0,0,0,0,0,0
"Gm51442",4,2,1,0,0,1
"Gm51443",0,0,0,0,0,0
"Gm51444",0,0,0,0,0,0
"Gm51445",172,179,174,126,128,139
"Gm51446",5,9,3,8,14,22
"Gm51447",0,0,0,0,0,0
"Gm51448",0,0,0,0,0,0
"Gm51451",5,1,4,3,3,6
"Gm51452",16,17,24,13,17,20
"Gm51453",5,9,6,7,4,4
"Gm51454",1,2,0,0,0,0
"Gm51455",0,0,0,7,3,3
"Gm51456",0,0,0,0,0,0
"Gm51458",0,0,0,0,1,0
"Gm51459",2,0,0,1,0,1
"Gm51460",45,35,35,42,34,50
"Gm51461",0,0,0,0,0,0
"Gm51462",0,0,0,0,0,0
"Gm51463",0,0,0,2,0,0
"Gm51464",3,2,4,1,3,2
"Gm51470",1,7,1,3,1,2
"Gm51471",3,4,4,2,2,4
"Gm51474",0,0,0,0,0,0
"Gm51475",0,1,0,0,0,0
"Gm51476",0,0,1,0,1,0
"Gm51477",0,0,0,0,0,0
"Gm51478",0,0,0,0,0,0
"Gm51479",0,0,0,0,0,0
"Gm5148",11,12,4,6,11,10
"Gm51480",1,2,0,0,3,1
"Gm51481",0,0,0,0,0,0
"Gm51482",0,0,0,0,0,0
"Gm51483",1,0,0,0,0,1
"Gm51484",8,13,7,11,13,5
"Gm51485",0,0,0,0,0,0
"Gm51486",1,0,0,2,0,0
"Gm51487",7,7,8,8,19,16
"Gm51489",0,0,0,0,0,0
"Gm5149",0,0,0,0,0,0
"Gm51490",0,0,0,0,0,0
"Gm51491",7,7,9,9,16,8
"Gm51492",0,0,0,0,0,0
"Gm51493",1,0,2,0,2,0
"Gm51494",1,0,1,0,0,0
"Gm51496",0,0,0,0,0,0
"Gm51497",160,159,131,167,123,123
"Gm51499",0,0,0,0,1,0
"Gm5150",77,81,70,301,294,229
"Gm51500",0,0,0,0,0,0
"Gm51502",0,0,0,0,0,0
"Gm51503",1,4,5,4,1,8
"Gm51504",0,0,1,0,1,0
"Gm51519",0,0,1,1,0,1
"Gm51520",2,0,0,1,0,0
"Gm51522",13,16,12,5,5,7
"Gm51528",2,0,3,1,0,1
"Gm51529",0,0,0,0,0,0
"Gm51531",0,0,0,0,0,0
"Gm51532",5,4,4,10,4,3
"Gm51533",0,0,1,0,1,1
"Gm51534",1007,1158,1045,1201,1050,1037
"Gm51535",21,21,28,19,17,11
"Gm51536",18,39,25,19,28,35
"Gm51537",0,0,0,0,0,0
"Gm51538",2,1,2,0,1,1
"Gm5154",0,0,0,0,0,0
"Gm51541",10,16,22,20,22,22
"Gm51542",0,0,0,0,0,0
"Gm51543",51,54,37,18,15,23
"Gm51544",635,618,692,524,402,482
"Gm51545",0,0,0,1,0,0
"Gm51546",2,0,2,0,1,1
"Gm51547",1,0,1,0,4,0
"Gm51548",0,0,0,0,0,0
"Gm51549",0,0,0,0,0,0
"Gm51550",1,1,1,4,2,4
"Gm51551",106,98,93,76,77,59
"Gm51554",8,11,8,12,19,14
"Gm51555",0,0,0,0,0,0
"Gm51556",112,123,118,153,112,128
"Gm51557",189,199,203,179,210,233
"Gm51558",0,0,0,0,0,0
"Gm51559",0,0,0,0,0,0
"Gm51560",0,0,0,0,0,0
"Gm51561",0,0,0,0,0,0
"Gm51562",0,0,0,0,0,0
"Gm51564",0,0,0,0,0,0
"Gm51565",0,0,2,0,1,0
"Gm51566",0,1,0,0,0,0
"Gm51567",0,0,0,1,0,1
"Gm51568",1,1,1,3,1,3
"Gm51569",0,0,0,0,0,0
"Gm5157",0,0,0,0,0,0
"Gm51570",0,0,0,0,0,0
"Gm51571",0,0,0,0,0,0
"Gm51572",0,0,0,0,0,0
"Gm51573",0,0,0,0,0,0
"Gm51574",46,48,45,48,32,50
"Gm51576",1,0,0,0,1,0
"Gm51577",0,0,0,0,0,0
"Gm51578",0,0,0,0,0,0
"Gm51579",56,62,62,85,65,59
"Gm51580",0,0,0,0,0,0
"Gm51582",2,1,3,4,2,5
"Gm51583",0,1,0,0,0,0
"Gm51584",0,0,1,0,0,0
"Gm51585",0,0,0,0,0,0
"Gm51586",1,0,0,0,0,0
"Gm51589",0,0,0,0,0,0
"Gm51590",0,0,0,0,0,0
"Gm51591",0,0,0,0,0,0
"Gm51592",0,0,0,0,0,0
"Gm51593",0,0,0,0,0,0
"Gm51594",0,0,0,0,0,0
"Gm51595",0,0,0,0,0,0
"Gm51596",0,0,0,0,0,0
"Gm51597",0,0,0,0,0,0
"Gm51598",0,0,0,0,0,0
"Gm51600",0,0,0,0,0,0
"Gm51602",6,1,3,5,6,3
"Gm51603",0,0,0,0,0,0
"Gm51604",15,18,14,15,10,20
"Gm51605",5,4,2,4,5,6
"Gm5161",0,2,0,1,0,1
"Gm51612",1,3,1,1,0,0
"Gm51613",66,72,56,46,35,39
"Gm51614",0,0,0,0,0,0
"Gm51616",0,0,0,0,0,0
"Gm51617",0,0,0,0,0,0
"Gm51618",1,0,1,0,0,0
"Gm51620",1,0,0,0,0,1
"Gm51621",0,0,0,0,0,0
"Gm51622",0,0,0,0,0,0
"Gm51623",0,0,0,0,0,0
"Gm51624",0,0,0,0,0,0
"Gm51625",0,0,2,0,0,1
"Gm51626",0,0,0,0,0,0
"Gm51627",2,6,6,5,3,3
"Gm51628",0,0,0,0,2,0
"Gm51629",0,0,0,0,0,0
"Gm51630",0,0,0,0,0,0
"Gm51631",0,0,0,0,0,1
"Gm51632",7,16,9,12,12,13
"Gm51634",0,0,0,0,0,0
"Gm51635",2,3,3,1,1,2
"Gm51637",0,0,0,0,0,0
"Gm51638",0,0,0,0,0,0
"Gm51640",8,4,7,12,6,2
"Gm51641",0,0,0,0,0,0
"Gm51642",0,0,0,0,0,0
"Gm51643",0,0,0,0,0,0
"Gm51644",6,15,5,19,5,4
"Gm51646",0,0,0,0,0,0
"Gm51647",0,2,1,0,2,1
"Gm51648",0,0,0,2,0,1
"Gm51649",2,2,2,2,0,1
"Gm5165",77,87,103,79,75,80
"Gm51650",2,0,3,0,0,0
"Gm51651",0,0,0,0,0,0
